Combo Ingredients,FDA Combo Products,HSA Combo Products,FDA Combo Count,HSA Combo Count,Combo/Formulation Availability,Other Country Component Coverage,Combo/Formulation Reason
hyaluronidase + trastuzumab,HERCEPTIN HYLECTA,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydralazine + hydrochlorothiazide,APRESOLINE-ESIDRIX,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydralazine + hydrochlorothiazide + reserpine,SER-AP-ES,,1,0,FDA_COMBO_ONLY,missing components in HSA: reserpine,FDA has exact combo; HSA exact combo absent; missing components in HSA: reserpine
hydralazine + isosorbide dinitrate,BIDIL,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydralazine + reserpine,SERPASIL-APRESOLINE,,1,0,FDA_COMBO_ONLY,missing components in HSA: reserpine,FDA has exact combo; HSA exact combo absent; missing components in HSA: reserpine
hydrochlorothiazide + labetalol,NORMOZIDE | TRANDATE HCT,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + lisinopril,PRINZIDE | ZESTORETIC,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + methyldopa,ALDORIL 15 | ALDORIL 25 | ALDORIL D30 | ALDORIL D50,,4,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + metoprolol,DUTOPROL | LOPRESSOR HCT,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + moexipril,UNIRETIC,,1,0,FDA_COMBO_ONLY,missing components in HSA: moexipril,FDA has exact combo; HSA exact combo absent; missing components in HSA: moexipril
hydrochlorothiazide + olmesartan medoxomil,BENICAR HCT,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + pindolol,VISKAZIDE,,1,0,FDA_COMBO_ONLY,missing components in HSA: pindolol,FDA has exact combo; HSA exact combo absent; missing components in HSA: pindolol
hydrochlorothiazide + propranolol,INDERIDE LA 120/50 | INDERIDE LA 160/50 | INDERIDE LA 80/50 | INDERIDE-40/25 | INDERIDE-80/25,,5,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + quinapril,ACCURETIC,,1,0,FDA_COMBO_ONLY,missing components in HSA: quinapril,FDA has exact combo; HSA exact combo absent; missing components in HSA: quinapril
hydrochlorothiazide + reserpine,HYDROPRES 25 | HYDROPRES 50 | SERPASIL-ESIDRIX #1 | SERPASIL-ESIDRIX #2,,4,0,FDA_COMBO_ONLY,missing components in HSA: reserpine,FDA has exact combo; HSA exact combo absent; missing components in HSA: reserpine
hydrochlorothiazide + spironolactone,ALDACTAZIDE,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrochlorothiazide + timolol,TIMOLIDE 10-25,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
hydrocodone + ibuprofen,VICOPROFEN,,1,0,FDA_COMBO_ONLY,missing components in HSA: hydrocodone,FDA has exact combo; HSA exact combo absent; missing components in HSA: hydrocodone
hydrocodone + pseudoephedrine,REZIRA,,1,0,FDA_COMBO_ONLY,missing components in HSA: hydrocodone,FDA has exact combo; HSA exact combo absent; missing components in HSA: hydrocodone
hydrocortisone + neomycin + polymyxin b,CASPORYN HC,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
hydrocortisone + neomycin + thonzonium,COLY-MYCIN S,,1,0,FDA_COMBO_ONLY,missing components in HSA: thonzonium,FDA has exact combo; HSA exact combo absent; missing components in HSA: thonzonium
hydroflumethiazide + reserpine,SALUTENSIN | SALUTENSIN-DEMI,,2,0,FDA_COMBO_ONLY,"missing components in HSA: hydroflumethiazide, reserpine","FDA has exact combo; HSA exact combo absent; missing components in HSA: hydroflumethiazide, reserpine"
hydroxyamphetamine + tropicamide,PAREMYD,,1,0,FDA_COMBO_ONLY,missing components in HSA: hydroxyamphetamine,FDA has exact combo; HSA exact combo absent; missing components in HSA: hydroxyamphetamine
ibuprofen + oxycodone,COMBUNOX,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
ibuprofen + phenylephrine,ADVIL CONGESTION RELIEF,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
ibuprofen + pseudoephedrine,ADVIL COLD AND SINUS | CHILDREN'S ADVIL COLD | CHILDREN'S MOTRIN COLD | SINE-AID IB,,4,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
ifosfamide + mesna,IFEX/MESNEX KIT,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
insulin + insulin susp isophane,HUMULIN 70/30 | HUMULIN 70/30 PEN | NOVOLIN 70/30,,3,0,FDA_COMBO_ONLY,missing components in HSA: insulin susp isophane,FDA has exact combo; HSA exact combo absent; missing components in HSA: insulin susp isophane
insulin aspart + insulin aspart protamine,NOVOLOG MIX 50/50 | NOVOLOG MIX 70/30 | NOVOLOG MIX 70/30 FLEXPEN | NOVOLOG MIX 70/30 PENFILL,,4,0,FDA_COMBO_ONLY,missing components in HSA: insulin aspart protamine,FDA has exact combo; HSA exact combo absent; missing components in HSA: insulin aspart protamine
insulin degludec + liraglutide,XULTOPHY 100/3.6,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
iodine povacrylex + isopropyl alcohol,DURAPREP,,1,0,FDA_COMBO_ONLY,"missing components in HSA: iodine povacrylex, isopropyl alcohol","FDA has exact combo; HSA exact combo absent; missing components in HSA: iodine povacrylex, isopropyl alcohol"
isoniazid + pyrazinamide + rifampicin,RIFATER,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
isoprenaline + phenylephrine,DUO-MEDIHALER,,1,0,FDA_COMBO_ONLY,missing components in HSA: isoprenaline,FDA has exact combo; HSA exact combo absent; missing components in HSA: isoprenaline
ivacaftor + lumacaftor,ORKAMBI,,1,0,FDA_COMBO_ONLY,"missing components in HSA: ivacaftor, lumacaftor","FDA has exact combo; HSA exact combo absent; missing components in HSA: ivacaftor, lumacaftor"
ivacaftor + tezacaftor,SYMDEKO (COPACKAGED),,1,0,FDA_COMBO_ONLY,"missing components in HSA: ivacaftor, tezacaftor","FDA has exact combo; HSA exact combo absent; missing components in HSA: ivacaftor, tezacaftor"
ketorolac + phenylephrine,OMIDRIA,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
lamivudine + nevirapine + stavudine,"LAMIVUDINE, NEVIRAPINE, AND STAVUDINE | LAMIVUDINE; STAVUDINE; NEVIRAPINE | STAVUDINE; LAMIVUDINE W/NEVIRAPINE | STAVUDINE; LAMIVUDINE; NEVIRAPINE",,4,0,FDA_COMBO_ONLY,"missing components in HSA: nevirapine, stavudine","FDA has exact combo; HSA exact combo absent; missing components in HSA: nevirapine, stavudine"
lamivudine + nevirapine + tenofovir disoproxil,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE,,1,0,FDA_COMBO_ONLY,missing components in HSA: nevirapine,FDA has exact combo; HSA exact combo absent; missing components in HSA: nevirapine
lamivudine + nevirapine + zidovudine,"LAMIVUDINE, NEVIRAPINE AND ZIDOVUDINE | LAMIVUDINE, ZIDOVUDINE TABS 150MG/300MG CO-PACKAGED WITH NEVIRAPINE TABS 200MG | LAMIVUDINE/NEVIRAPINE/ZIDOVUDINE TABLETS | LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE | LAMIVUDINE; ZIDOVUDINE; NEVIRAPINE | Lamivudine/Zidovudine 150 mg/300 mg Tablets Co-packaged with Nevirapine 200 mg Tablets",,6,0,FDA_COMBO_ONLY,missing components in HSA: nevirapine,FDA has exact combo; HSA exact combo absent; missing components in HSA: nevirapine
lamivudine + raltegravir,DUTREBIS,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
lamivudine + stavudine,LAMIVUDINE AND STAVUDINE | LAMIVUDINE; STAVUDINE | STAVUDINE; LAMIVUDINE,,3,0,FDA_COMBO_ONLY,missing components in HSA: stavudine,FDA has exact combo; HSA exact combo absent; missing components in HSA: stavudine
lamivudine + tenofovir,LAMIVUDINE/TENOFOVIR DISOPROXIL FUMARATE FDC TABS,,1,0,FDA_COMBO_ONLY,missing components in HSA: tenofovir,FDA has exact combo; HSA exact combo absent; missing components in HSA: tenofovir
lamivudine + tenofovir disoproxil,CIMDUO | LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE | LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE | TEMIXYS,,4,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
lansoprazole + naproxen,PREVACID NAPRAPAC 250 (COPACKAGED) | PREVACID NAPRAPAC 375 (COPACKAGED) | PREVACID NAPRAPAC 500 (COPACKAGED),,3,0,FDA_COMBO_ONLY,missing components in HSA: lansoprazole,FDA has exact combo; HSA exact combo absent; missing components in HSA: lansoprazole
lapyrium + undecoylium iodine complex,VIRAC REX,,1,0,FDA_COMBO_ONLY,"missing components in HSA: lapyrium, undecoylium iodine complex","FDA has exact combo; HSA exact combo absent; missing components in HSA: lapyrium, undecoylium iodine complex"
letrozole + ribociclib,KISQALI FEMARA CO-PACK (COPACKAGED),,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
leuprorelin + norethisterone,LUPANETA PACK,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
levofloxacin + sodium chloride,LEVOFLOXACIN,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
levonordefrin + mepivacaine,CARBOCAINE W/ NEO-COBEFRIN,,1,0,FDA_COMBO_ONLY,missing components in HSA: levonordefrin,FDA has exact combo; HSA exact combo absent; missing components in HSA: levonordefrin
levonordefrin + procaine + propoxycaine,RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,,1,0,FDA_COMBO_ONLY,"missing components in HSA: levonordefrin, propoxycaine","FDA has exact combo; HSA exact combo absent; missing components in HSA: levonordefrin, propoxycaine"
lipase + pancrelipase amylase + protease,COTAZYM | CREON | PANCREAZE | PERTZYE | VIOKACE | ZENPEP,,6,0,FDA_COMBO_ONLY,"missing components in HSA: lipase, pancrelipase amylase, protease","FDA has exact combo; HSA exact combo absent; missing components in HSA: lipase, pancrelipase amylase, protease"
loperamide + simeticone,IMODIUM MULTI-SYMPTOM RELIEF,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
macitentan + tadalafil,OPSYNVI,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
macrogol + magnesium sulfate + potassium chloride + potassium sulfate + sodium bicarbonate + sodium chloride + sodium sulfate,SUCLEAR,,1,0,FDA_COMBO_ONLY,missing components in HSA: potassium sulfate,FDA has exact combo; HSA exact combo absent; missing components in HSA: potassium sulfate
macrogol + magnesium sulfate + potassium chloride + sodium chloride + sodium sulfate,SUFLAVE,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
macrogol + potassium chloride + sodium bicarbonate + sodium chloride,NULYTELY | NULYTELY-FLAVORED,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
magnesium acetate + potassium acetate + sodium chloride,PLASMA-LYTE 56 IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
magnesium chloride + potassium chloride + potassium phosphate + sodium acetate + sodium chloride + sodium gluconate + sodium phosphate,ISOLYTE S PH 7.4 IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
magnesium chloride + sodium bicarbonate + sodium chloride,NORMOCARB HF 25 | NORMOCARB HF 35,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
magnesium hydroxide + omeprazole + sodium bicarbonate,MAGNESIUM HYDROXIDE AND OMEPRAZOLE AND SODIUM BICARBONATE,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
magnesium sulfate + potassium chloride + potassium phosphate + sodium chloride + sodium phosphate,TIS-U-SOL | TIS-U-SOL IN PLASTIC CONTAINER,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
magnesium sulfate + potassium chloride + sodium sulfate,SUTAB,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
magnesium sulfate + potassium sulfate + sodium sulfate,COLPREP KIT | SUPREP BOWEL PREP KIT,,2,0,FDA_COMBO_ONLY,missing components in HSA: potassium sulfate,FDA has exact combo; HSA exact combo absent; missing components in HSA: potassium sulfate
meloxicam + rizatriptan,SYMBRAVO,,1,0,FDA_COMBO_ONLY,missing components in HSA: rizatriptan,FDA has exact combo; HSA exact combo absent; missing components in HSA: rizatriptan
menthol + methyl salicylate,SALONPAS,,1,0,FDA_COMBO_ONLY,missing components in HSA: menthol,FDA has exact combo; HSA exact combo absent; missing components in HSA: menthol
mequinol + tretinoin,SOLAGE,,1,0,FDA_COMBO_ONLY,missing components in HSA: mequinol,FDA has exact combo; HSA exact combo absent; missing components in HSA: mequinol
mestranol + norethisterone,NORINYL | NORINYL 1+50 21-DAY | NORINYL 1+50 28-DAY | NORINYL 1+80 21-DAY | NORINYL 1+80 28-DAY | ORTHO-NOVUM 1/50 21 | ORTHO-NOVUM 1/50 28 | ORTHO-NOVUM 1/80 21 | ORTHO-NOVUM 1/80 28 | ORTHO-NOVUM 10-21 | ORTHO-NOVUM 2-21,,11,0,FDA_COMBO_ONLY,missing components in HSA: mestranol,FDA has exact combo; HSA exact combo absent; missing components in HSA: mestranol
mestranol + norethynodrel,ENOVID | ENOVID-E | ENOVID-E 21,,3,0,FDA_COMBO_ONLY,"missing components in HSA: mestranol, norethynodrel","FDA has exact combo; HSA exact combo absent; missing components in HSA: mestranol, norethynodrel"
metformin + pioglitazone,ACTOPLUS MET | ACTOPLUS MET XR,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
metformin + repaglinide,PRANDIMET,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
metformin + rosiglitazone,AVANDAMET,,1,0,FDA_COMBO_ONLY,missing components in HSA: rosiglitazone,FDA has exact combo; HSA exact combo absent; missing components in HSA: rosiglitazone
metformin + saxagliptin,KOMBIGLYZE XR,,1,0,FDA_COMBO_ONLY,missing components in HSA: saxagliptin,FDA has exact combo; HSA exact combo absent; missing components in HSA: saxagliptin
methyclothiazide + pargyline,EUTRON,,1,0,FDA_COMBO_ONLY,"missing components in HSA: methyclothiazide, pargyline","FDA has exact combo; HSA exact combo absent; missing components in HSA: methyclothiazide, pargyline"
methyclothiazide + reserpine,DIUTENSEN-R,,1,0,FDA_COMBO_ONLY,"missing components in HSA: methyclothiazide, reserpine","FDA has exact combo; HSA exact combo absent; missing components in HSA: methyclothiazide, reserpine"
miconazole + oxide + white petrolatum,VUSION,,1,0,FDA_COMBO_ONLY,missing components in HSA: white petrolatum,FDA has exact combo; HSA exact combo absent; missing components in HSA: white petrolatum
morphine + naltrexone,EMBEDA,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
naloxone + pentazocine,TALWIN NX,,1,0,FDA_COMBO_ONLY,missing components in HSA: pentazocine,FDA has exact combo; HSA exact combo absent; missing components in HSA: pentazocine
naltrexone + oxycodone,TROXYCA ER,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
naproxen + pseudoephedrine,ALEVE-D SINUS & COLD,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
naproxen + sumatriptan,TREXIMET,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
nebivolol + valsartan,BYVALSON,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
